list-none-s,1,1000,16,3000,1228954,409,23
list-none-m,1,1000,16,3000,1230471,410,26
list-none-s,2,1000,1,6000,34331405,5721,4454
list-none-m,2,1000,1,6000,52345301,8724,8707
list-none-s,2,1000,4,6000,15974937,2662,843
list-none-m,2,1000,4,6000,10736752,1789,923
list-none-s,2,1000,8,6000,6568095,1094,253
list-none-m,2,1000,8,6000,8773106,1462,557
list-none-s,2,1000,16,6000,4746931,791,164
list-none-m,2,1000,16,6000,5417608,902,314
list-none-s,4,1000,1,12000,107328395,8944,18004
list-none-m,4,1000,1,12000,174970816,14580,41892
list-none-s,4,1000,4,12000,37993315,3166,4971
list-none-m,4,1000,4,12000,33941338,2828,5055
list-none-s,4,1000,8,12000,21160544,1763,1731
list-none-m,4,1000,8,12000,18213630,1517,2005
list-none-s,4,1000,16,12000,11558232,963,675
list-none-m,4,1000,16,12000,9904775,825,831
list-none-s,8,1000,1,24000,602706824,25112,150310
list-none-m,8,1000,1,24000,658888720,27453,176655
list-none-s,8,1000,4,24000,89896972,3745,18194
list-none-m,8,1000,4,24000,86409963,3600,18586
list-none-s,8,1000,8,24000,39654397,1652,5780
list-none-m,8,1000,8,24000,39496006,1645,6582
list-none-s,8,1000,16,24000,19673001,819,1989
list-none-m,8,1000,16,24000,19354693,806,2419
list-none-s,12,1000,1,36000,1245834788,34606,318120
list-none-m,12,1000,1,36000,1344605802,37350,364217
list-none-s,12,1000,4,36000,157542121,4376,37104
list-none-m,12,1000,4,36000,182083415,5057,45893
list-none-s,12,1000,8,36000,62387705,1732,11875
list-none-m,12,1000,8,36000,69464817,1929,14559
list-none-s,12,1000,16,36000,28101423,780,3961
list-none-m,12,1000,16,36000,31775036,882,5052
list-id-none,1,1,4,3,82476,27492,93
list-id-none,1,2,4,6,103492,17248,60
list-id-none,1,4,4,12,97210,8100,35
list-id-none,1,8,4,24,100791,4199,29
list-id-none,1,16,4,48,133487,2780,21
list-id-none,4,1,4,12,173324,14443,105
list-id-none,4,2,4,24,165170,6882,51
list-id-none,4,4,4,48,182212,3796,36
list-id-none,4,16,4,192,252286,1313,22
list-id-none,8,1,4,24,317230,13217,69
list-id-none,8,2,4,48,397592,8283,44
list-id-none,8,4,4,96,305198,3179,35
list-id-none,8,8,4,192,294088,1531,25
list-id-none,12,1,4,36,557780,15493,71
list-id-none,12,2,4,72,540845,7511,59
list-id-none,12,4,4,144,450091,3125,34
list-id-none,16,1,4,48,602385,12549,69
list-id-none,16,2,4,96,583828,6081,42
list-id-none,16,4,4,192,603995,3145,34
list-id-none,16,8,4,384,610408,1589,31
list-id-s,1,10,4,30,121752,4058,32
list-id-m,1,10,4,30,90196,3006,118
list-id-s,1,20,4,60,134207,2236,27
list-id-m,1,20,4,60,130578,2176,105
list-id-s,1,40,4,120,149466,1245,26
list-id-m,1,40,4,120,192073,1600,63
list-id-s,1,80,4,240,236665,986,24
list-id-m,1,80,4,240,253295,1055,36
list-id-s,4,10,4,120,159442,1328,254
list-id-m,4,10,4,120,203725,1697,1174
list-id-s,4,20,4,240,226796,944,199
list-id-m,4,20,4,240,351999,1466,1718
list-id-s,4,40,4,480,421869,878,980
list-id-m,4,40,4,480,567055,1181,1862
list-id-s,4,80,4,960,857439,893,1229
list-id-m,4,80,4,960,1105391,1151,1868
list-id-s,8,10,4,240,282380,1176,676
list-id-m,8,10,4,240,387348,1613,3056
list-id-s,8,20,4,480,450466,938,1808
list-id-m,8,20,4,480,575254,1198,3143
list-id-s,8,40,4,960,959719,999,3956
list-id-m,8,40,4,960,1180152,1229,4682
list-id-s,8,80,4,1920,1994785,1038,4746
list-id-m,8,80,4,1920,2612461,1360,6141
list-id-s,12,10,4,360,420453,1167,410
list-id-m,12,10,4,360,481234,1336,2890
list-id-s,12,20,4,720,596588,828,2422
list-id-m,12,20,4,720,896925,1245,6354
list-id-s,12,40,4,1440,1358909,943,5932
list-id-m,12,40,4,1440,1799335,1249,8439
list-id-s,12,80,4,2880,3299546,1145,8558
list-id-m,12,80,4,2880,3919440,1360,10409
list-id-s,16,10,4,480,492879,1026,261
list-id-m,16,10,4,480,647198,1348,3923
list-id-s,16,20,4,960,800602,833,3060
list-id-m,16,20,4,960,1087818,1133,7077
list-id-s,16,40,4,1920,2148339,1118,10978
list-id-m,16,40,4,1920,2805116,1460,15599
list-id-s,16,80,4,3840,5359196,1395,15285
list-id-m,16,80,4,3840,5402460,1406,15872
list-none-s,1,1000,1,3000,11101602,3700,27
list-none-m,1,1000,1,3000,11440213,3813,29
list-none-s,1,1000,4,3000,3135238,1045,22
list-none-m,1,1000,4,3000,3343108,1114,27
list-none-s,1,1000,8,3000,1859386,619,22
list-none-m,1,1000,8,3000,2216125,738,31
list-none-s,1,1000,16,3000,1251939,417,22
list-none-m,1,1000,16,3000,1268613,422,27
list-none-s,2,1000,1,6000,51577679,8596,7250
list-none-m,2,1000,1,6000,50657927,8442,8183
list-none-s,2,1000,4,6000,15751631,2625,866
list-none-m,2,1000,4,6000,10420751,1736,899
list-none-s,2,1000,8,6000,4799164,799,198
list-none-m,2,1000,8,6000,7002707,1167,460
list-none-s,2,1000,16,6000,2655125,442,89
list-none-m,2,1000,16,6000,3246112,541,182
list-none-s,4,1000,1,12000,154057356,12838,30174
list-none-m,4,1000,1,12000,173815471,14484,39360
list-none-s,4,1000,4,12000,43209870,3600,5551
list-none-m,4,1000,4,12000,33784047,2815,5032
list-none-s,4,1000,8,12000,19104463,1592,1651
list-none-m,4,1000,8,12000,18161114,1513,1943
list-none-s,4,1000,16,12000,9987104,832,577
list-none-m,4,1000,16,12000,8680319,723,767
list-none-s,8,1000,1,24000,615236661,25634,160947
list-none-m,8,1000,1,24000,698070884,29086,187423
list-none-s,8,1000,4,24000,85015985,3542,16496
list-none-m,8,1000,4,24000,87695042,3653,18798
list-none-s,8,1000,8,24000,39836348,1659,5734
list-none-m,8,1000,8,24000,40649188,1693,6857
list-none-s,8,1000,16,24000,19279920,803,2006
list-none-m,8,1000,16,24000,20187510,841,2566
list-none-s,12,1000,1,36000,1183008050,32861,294444
list-none-m,12,1000,1,36000,1339227130,37200,344789
list-none-s,12,1000,4,36000,168268873,4674,40295
list-none-m,12,1000,4,36000,185634609,5156,46882
list-none-s,12,1000,8,36000,61678868,1713,11613
list-none-m,12,1000,8,36000,68941110,1915,14470
list-none-s,12,1000,16,36000,27964643,776,3959
list-none-m,12,1000,16,36000,32207565,894,5094
list-id-none,1,1,4,3,97604,32534,86
list-id-none,1,2,4,6,99357,16559,53
list-id-none,1,4,4,12,71440,5953,38
list-id-none,1,8,4,24,86064,3586,26
list-id-none,1,16,4,48,123377,2570,21
list-id-none,4,1,4,12,169477,14123,84
list-id-none,4,2,4,24,139230,5801,53
list-id-none,4,4,4,48,154601,3220,40
list-id-none,4,8,4,96,170815,1779,32
list-id-none,8,1,4,24,247031,10292,84
list-id-none,8,2,4,48,269381,5612,47
list-id-none,12,1,4,36,407539,11320,74
list-id-none,12,2,4,72,487574,6771,43
list-id-none,12,4,4,144,369664,2567,30
list-id-none,16,1,4,48,484419,10092,72
list-id-none,16,2,4,96,533544,5557,43
list-id-none,16,4,4,192,498065,2594,32
list-id-none,16,8,4,384,504177,1312,27
list-id-s,1,10,1,30,140831,4694,1368
list-id-m,1,10,1,30,134962,4498,5655
list-id-s,1,20,1,60,160665,2677,2085
list-id-m,1,20,1,60,127691,2128,5724
list-id-s,1,40,1,120,201830,1681,3343
list-id-m,1,40,1,120,248687,2072,7888
list-id-s,1,80,1,240,296523,1235,6648
list-id-m,1,80,1,240,302585,1260,10755
list-id-s,4,10,1,120,198489,1654,1269
list-id-m,4,10,1,120,229329,1911,15155
list-id-s,4,20,1,240,228974,954,44766
list-id-m,4,20,1,240,298637,1244,73200
list-id-s,4,40,1,480,475536,990,125153
list-id-m,4,40,1,480,556656,1159,177114
list-id-s,4,80,1,960,908109,945,328848
list-id-m,4,80,1,960,1182091,1231,496544
list-id-s,8,10,1,240,353582,1473,18482
list-id-m,8,10,1,240,353146,1471,45548
list-id-s,8,20,1,480,385284,802,24199
list-id-m,8,20,1,480,608886,1268,190093
list-id-s,8,40,1,960,865454,901,312888
list-id-m,8,40,1,960,1159230,1207,568496
list-id-s,8,80,1,1920,1976889,1029,1035268
list-id-m,8,80,1,1920,2551815,1329,1411788
list-id-s,12,10,1,360,456958,1269,5542
list-id-m,12,10,1,360,440728,1224,2910
list-id-s,12,20,1,720,623943,866,134461
list-id-m,12,20,1,720,812693,1128,256901
list-id-s,12,40,1,1440,1258245,873,573877
list-id-m,12,40,1,1440,1709243,1186,961148
list-id-s,12,80,1,2880,3330827,1156,2105504
list-id-m,12,80,1,2880,4051604,1406,2752647
list-id-s,16,10,1,480,602722,1255,13852
list-id-m,16,10,1,480,675086,1406,33617
list-id-s,16,20,1,960,872161,908,221341
list-id-m,16,20,1,960,1034557,1077,297848
list-id-s,16,40,1,1920,2011496,1047,1140463
list-id-m,16,40,1,1920,2733774,1423,1691725
list-id-s,16,80,1,3840,5029644,1309,3453560
list-id-m,16,80,1,3840,5170083,1346,3399429
list-none-s,1,1000,1,3000,13801542,4600,79960
list-none-m,1,1000,1,3000,14723184,4907,117096
list-none-s,1,1000,1,3000,3220496,1073,72864
list-none-m,1,1000,1,3000,3187139,1062,85275
list-none-s,1,1000,1,3000,1939208,646,75195
list-none-m,1,1000,1,3000,1879099,626,83522
list-none-s,1,1000,1,3000,1317219,439,73443
list-none-m,1,1000,1,3000,1265291,421,85667
list-none-s,2,1000,1,6000,40847571,6807,18744957
list-none-m,2,1000,1,6000,50684998,8447,25113329
list-none-s,2,1000,1,6000,15094880,2515,2603533
list-none-m,2,1000,1,6000,14108972,2351,3647045
list-none-s,2,1000,1,6000,8105428,1350,1121948
list-none-m,2,1000,1,6000,8174720,1362,1735861
list-none-s,2,1000,1,6000,4577948,762,492468
list-none-m,2,1000,1,6000,3140030,523,527272
list-none-s,4,1000,1,12000,65993382,5499,25952885
list-none-m,4,1000,1,12000,182225403,15185,132417570
list-none-s,4,1000,1,12000,36198404,3016,13979629
list-none-m,4,1000,1,12000,30604570,2550,13924676
list-none-s,4,1000,1,12000,18567790,1547,4730246
list-none-m,4,1000,1,12000,15762810,1313,5265093
list-none-s,4,1000,1,12000,9302245,775,1625842
list-none-m,4,1000,1,12000,9615119,801,2630392
list-none-s,8,1000,1,24000,533218178,22217,374844942
list-none-m,8,1000,1,24000,661014682,27542,516778815
list-none-s,8,1000,1,24000,74922418,3121,45182690
list-none-m,8,1000,1,24000,82131505,3422,53188504
list-none-s,8,1000,1,24000,33357631,1389,15385902
list-none-m,8,1000,1,24000,35133088,1463,18257383
list-none-s,8,1000,1,24000,16978792,707,5660257
list-none-m,8,1000,1,24000,17504631,729,6684009
list-none-s,12,1000,1,36000,799369427,22204,500015365
list-none-m,12,1000,1,36000,1320775563,36688,1017375003
list-none-s,12,1000,1,36000,157873372,4385,112356738
list-none-m,12,1000,1,36000,182552440,5070,138655993
list-none-s,12,1000,1,36000,55130970,1531,31974505
list-none-m,12,1000,1,36000,69383507,1927,43970936
list-none-s,12,1000,1,36000,24820963,689,10885075
list-none-m,12,1000,1,36000,29887012,830,14435284
list-id-none,1,1,1,3,109509,36503,320
list-id-none,1,2,1,6,116208,19368,353
list-id-none,1,4,1,12,93817,7818,473
list-id-none,1,8,1,24,119341,4972,707
list-id-none,1,16,1,48,115761,2411,1297
list-id-none,4,1,1,12,147183,12265,353
list-id-none,4,2,1,24,130795,5449,386
list-id-none,4,4,1,48,192470,4009,549
list-id-none,4,8,1,96,230142,2397,761
list-id-none,8,1,1,24,339591,14149,282
list-id-none,8,2,1,48,354511,7385,322
list-id-none,8,4,1,96,327605,3412,461
list-id-none,8,8,1,192,345212,1797,660
list-id-none,12,1,1,36,463139,12864,220
list-id-none,12,2,1,72,440379,6116,275
list-id-none,12,4,1,144,425905,2957,434
list-id-none,12,8,1,288,452492,1571,888
list-id-none,16,1,1,48,601209,12525,234
list-id-none,16,2,1,96,576280,6002,251
list-id-none,16,4,1,192,545910,2843,399
list-id-s,1,10,4,30,99771,3325,1175
list-id-m,1,10,4,30,89390,2979,3526
list-id-s,1,20,4,60,111888,1864,1872
list-id-m,1,20,4,60,118525,1975,4498
list-id-s,1,40,4,120,177530,1479,3262
list-id-m,1,40,4,120,165489,1379,6217
list-id-s,1,80,4,240,277747,1157,6284
list-id-m,1,80,4,240,277668,1156,8885
list-id-s,4,10,4,120,179360,1494,3502
list-id-m,4,10,4,120,208442,1737,9342
list-id-s,4,20,4,240,245447,1022,41657
list-id-m,4,20,4,240,285114,1187,77051
list-id-s,4,40,4,480,371715,774,95109
list-id-m,4,40,4,480,501839,1045,171839
list-id-s,4,80,4,960,794524,827,266157
list-id-m,4,80,4,960,1068810,1113,397734
list-id-s,8,10,4,240,270372,1126,6185
list-id-m,8,10,4,240,320702,1336,33238
list-id-s,8,20,4,480,414972,864,106524
list-id-m,8,20,4,480,601214,1252,208472
list-id-s,8,40,4,960,846472,881,378233
list-id-m,8,40,4,960,1183505,1232,630300
list-id-s,8,80,4,1920,1756310,914,881704
list-id-m,8,80,4,1920,2433542,1267,1367942
list-id-s,12,10,4,360,414301,1150,2126
list-id-m,12,10,4,360,516671,1435,105236
list-id-s,12,20,4,720,624352,867,110750
list-id-m,12,20,4,720,827092,1148,162137
list-id-s,12,40,4,1440,1208842,839,543660
list-id-m,12,40,4,1440,1682857,1168,916622
list-id-s,12,80,4,2880,3404162,1182,2145816
list-id-m,12,80,4,2880,4064074,1411,2662306
list-id-s,16,10,4,480,569546,1186,2661
list-id-m,16,10,4,480,680196,1417,57006
list-id-s,16,20,4,960,763696,795,180933
list-id-m,16,20,4,960,1233253,1284,566938
list-id-s,16,40,4,1920,2174030,1132,1311215
list-id-m,16,40,4,1920,2905423,1513,1804863
list-id-s,16,80,4,3840,5811620,1513,4133433
list-id-m,16,80,4,3840,5402051,1406,3794748
list-none-s,1,1000,1,3000,12083271,4027,78398
list-none-m,1,1000,1,3000,11525256,3841,91040
list-none-s,1,1000,4,3000,3309116,1103,74442
list-none-m,1,1000,4,3000,3415750,1138,90114
list-none-s,1,1000,8,3000,2122542,707,84524
list-none-m,1,1000,8,3000,1914793,638,94098
list-none-s,1,1000,16,3000,1234736,411,77712
list-none-m,1,1000,16,3000,1241323,413,96729
list-none-s,2,1000,1,6000,30001084,5000,9647858
list-none-m,2,1000,1,6000,54617002,9102,27361771
list-none-s,2,1000,4,6000,12957538,2159,2141327
list-none-m,2,1000,4,6000,14807155,2467,3850902
list-none-s,2,1000,8,6000,4544492,757,544899
list-none-m,2,1000,8,6000,5604529,934,1116123
list-none-s,2,1000,16,6000,4692427,782,569613
list-none-m,2,1000,16,6000,3299676,549,548110
list-none-s,4,1000,1,12000,118603091,9883,61067109
list-none-m,4,1000,1,12000,190493629,15874,135068154
list-none-s,4,1000,4,12000,37831307,3152,15197376
list-none-m,4,1000,4,12000,30264706,2522,13778538
list-none-s,4,1000,8,12000,16330849,1360,4224362
list-none-m,4,1000,8,12000,14941551,1245,5051273
list-none-s,4,1000,16,12000,9193146,766,1726683
list-none-m,4,1000,16,12000,8669758,722,2341483
list-none-s,8,1000,1,24000,452874452,18869,270505191
list-none-m,8,1000,1,24000,568486993,23686,395872017
list-none-s,8,1000,4,24000,80345275,3347,49765814
list-none-m,8,1000,4,24000,83777627,3490,54037084
list-none-s,8,1000,8,24000,32486953,1353,15128669
list-none-m,8,1000,8,24000,35129049,1463,18094146
list-none-s,8,1000,16,24000,17281268,720,5799413
list-none-m,8,1000,16,24000,18128628,755,7307637
list-none-s,12,1000,1,36000,1105043563,30695,729976230
list-none-m,12,1000,1,36000,1357962531,37721,1054060317
list-none-s,12,1000,4,36000,158360027,4398,113483775
list-none-m,12,1000,4,36000,193761848,5382,147469274
list-none-s,12,1000,8,36000,57008862,1583,33811683
list-none-m,12,1000,8,36000,69718143,1936,44409663
list-none-s,12,1000,16,36000,25129892,698,11369322
list-none-m,12,1000,16,36000,29802049,827,14608221
list-id-none,1,1,4,3,96697,32232,348
list-id-none,1,2,4,6,82720,13786,406
list-id-none,1,4,4,12,130730,10894,500
list-id-none,1,8,4,24,113018,4709,803
list-id-none,1,16,4,48,127444,2655,1167
list-id-none,4,1,4,12,200874,16739,312
list-id-none,4,2,4,24,133154,5548,417
list-id-none,4,4,4,48,155211,3233,503
list-id-none,4,16,4,192,236283,1230,1284
list-id-none,8,1,4,24,319239,13301,299
list-id-none,8,2,4,48,305619,6367,347
list-id-none,8,4,4,96,329828,3435,445
list-id-none,8,8,4,192,356058,1854,720
list-id-none,8,16,4,384,363248,945,1412
list-id-none,12,1,4,36,385915,10719,280
list-id-none,12,4,4,144,440517,3059,473
list-id-none,12,8,4,288,490246,1702,735
list-id-none,16,1,4,48,497502,10364,231
list-id-none,16,8,4,384,636393,1657,681
list-id-none,16,16,4,768,571779,744,1493
list-id-s,1,10,4,30,114708,3823,35
list-id-m,1,10,4,30,106965,3565,158
list-id-s,1,20,4,60,145807,2430,29
list-id-m,1,20,4,60,140817,2346,74
list-id-s,1,40,4,120,194291,1619,27
list-id-m,1,40,4,120,162443,1353,62
list-id-s,1,80,4,240,264722,1103,24
list-id-m,1,80,4,240,275958,1149,46
list-id-s,4,10,4,120,153022,1275,156
list-id-m,4,10,4,120,226501,1887,1007
list-id-s,4,20,4,240,204312,851,293
list-id-m,4,20,4,240,303549,1264,1211
list-id-s,4,40,4,480,413566,861,907
list-id-m,4,40,4,480,536913,1118,1264
list-id-s,4,80,4,960,873297,909,1310
list-id-m,4,80,4,960,1249886,1301,2273
list-id-s,8,10,4,240,318317,1326,271
list-id-m,8,10,4,240,392353,1634,1808
list-id-s,8,20,4,480,460741,959,1881
list-id-m,8,20,4,480,604737,1259,2876
list-id-s,8,40,4,960,847282,882,2906
list-id-m,8,40,4,960,1231792,1283,5331
list-id-s,8,80,4,1920,2078764,1082,4986
list-id-m,8,80,4,1920,2685267,1398,6579
list-id-s,12,10,4,360,399737,1110,124
list-id-m,12,10,4,360,502874,1396,1858
list-id-s,12,20,4,720,573167,796,2100
list-id-m,12,20,4,720,847292,1176,4723
list-id-s,12,40,4,1440,1431469,994,6194
list-id-m,12,40,4,1440,1799683,1249,8455
list-id-s,12,80,4,2880,3037242,1054,7463
list-id-m,12,80,4,2880,4053834,1407,10462
list-id-s,16,10,4,480,634935,1322,104
list-id-m,16,10,4,480,664789,1384,2147
list-id-s,16,20,4,960,866839,902,2929
list-id-m,16,20,4,960,1210854,1261,8652
list-id-s,16,40,4,1920,2341234,1219,11436
list-id-m,16,40,4,1920,3002188,1563,16502
list-id-s,16,80,4,3840,5742066,1495,16584
list-id-m,16,80,4,3840,5522291,1438,15555
list-none-s,1,1000,1,3000,11262856,3754,23
list-none-m,1,1000,1,3000,11178534,3726,26
list-none-s,1,1000,4,3000,3073810,1024,24
list-none-m,1,1000,4,3000,3092359,1030,26
list-none-s,1,1000,8,3000,1832446,610,23
list-none-m,1,1000,8,3000,1887585,629,26
list-none-s,1,1000,16,3000,1247938,415,23
list-none-m,1,1000,16,3000,1310837,436,27
list-none-s,2,1000,1,6000,38096735,6349,5191
list-none-m,2,1000,1,6000,50888644,8481,8461
list-none-s,2,1000,4,6000,8842822,1473,564
list-none-m,2,1000,4,6000,12154297,2025,1045
list-none-s,2,1000,8,6000,7921767,1320,322
list-none-m,2,1000,8,6000,5390212,898,336
list-none-s,2,1000,16,6000,4714039,785,172
list-none-m,2,1000,16,6000,3265286,544,187
list-none-s,4,1000,1,12000,168484050,14040,35492
list-none-m,4,1000,1,12000,174835302,14569,37385
list-none-s,4,1000,4,12000,41394375,3449,5691
list-none-m,4,1000,4,12000,36360658,3030,5509
list-none-s,4,1000,8,12000,20765466,1730,1765
list-none-m,4,1000,8,12000,18982883,1581,2111
list-none-s,4,1000,16,12000,6524169,543,399
list-none-m,4,1000,16,12000,9672725,806,819
list-none-s,8,1000,1,24000,551196214,22966,132497
list-none-m,8,1000,1,24000,674836987,28118,173886
list-none-s,8,1000,4,24000,88981892,3707,17648
list-none-m,8,1000,4,24000,88029527,3667,18838
list-none-s,8,1000,8,24000,40799054,1699,6049
list-none-m,8,1000,8,24000,39909041,1662,6712
list-none-s,8,1000,16,24000,19340445,805,2007
list-none-m,8,1000,16,24000,20074998,836,2591
list-none-s,12,1000,1,36000,1531191783,42533,422976
list-none-m,12,1000,1,36000,1346699157,37408,348708
list-none-s,12,1000,4,36000,159390802,4427,36145
list-none-m,12,1000,4,36000,196345379,5454,49588
list-none-s,12,1000,8,36000,65160054,1810,12801
